StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q50,Q31,Q32,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q40_6,Q34_1,Q38_1,Q37_1,Q41,Q42,Q43,Q44,Q45,Q46,Q46_9_TEXT,Q47,Q48
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Informed Consent:
For compliances purposes, we would like to confirm your willingness to participate in this survey. Please read the attached file (Informed consent) for information.

 

Please select if you are willing to participate in this survey below",Are you above 18 years old?,Are you affiliated with IUPUI?,Indicate the best descriptions that you fall into (check all that apply),We want to know how you identify yourself with Jagathon: - I identify as a Jagathon community member,We want to know how you identify yourself with Jagathon: - My personal identity directly overlaps with the Jagathon community,We want to know how you identify yourself with Jagathon: - I am attached to the Jagathon community,We want to know how you identify yourself with Jagathon: - I feel like I belong to the Jagathon community,We want to know how you identify yourself with Jagathon: - I am a valuable member of the Jagathon community,We want to know how you identify yourself with Jagathon: - I am an important member of the Jagathon community,We want to know how you identify yourself with IUPUI: - I identify as an IUPUI community member,We want to know how you identify yourself with IUPUI: - My personal identity directly overlaps with the IUPUI community,We want to know how you identify yourself with IUPUI: - I am attached to the IUPUI community,We want to know how you identify yourself with IUPUI: - I feel like I belong to the IUPUI community,We want to know how you identify yourself with IUPUI: - I am a valuable member of the IUPUI community,We want to know how you identify yourself with IUPUI: - I am an important member of the IUPUI community,How do you feel about Jagathon,Q38,Q37,How likely would you participate in future Jagathon events?,How likely would you be to donate in future Jagathon events?,What is your age?,How do you identify yourself?,Choose one or more races that you identify with,What is your current status at IUPUI? - Selected Choice,What is your current status at IUPUI? - Other - Text,What is your employment status?,What is your Zip code?
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID59""}","{""ImportId"":""QID31""}","{""ImportId"":""QID32""}","{""ImportId"":""QID40""}","{""ImportId"":""QID41_1""}","{""ImportId"":""QID41_2""}","{""ImportId"":""QID41_3""}","{""ImportId"":""QID41_4""}","{""ImportId"":""QID41_5""}","{""ImportId"":""QID41_6""}","{""ImportId"":""QID49_1""}","{""ImportId"":""QID49_2""}","{""ImportId"":""QID49_3""}","{""ImportId"":""QID49_4""}","{""ImportId"":""QID49_5""}","{""ImportId"":""QID49_6""}","{""ImportId"":""QID43_1""}","{""ImportId"":""QID47_1""}","{""ImportId"":""QID46_1""}","{""ImportId"":""QID50""}","{""ImportId"":""QID51""}","{""ImportId"":""QID52_TEXT""}","{""ImportId"":""QID53""}","{""ImportId"":""QID54""}","{""ImportId"":""QID55""}","{""ImportId"":""QID55_9_TEXT""}","{""ImportId"":""QID56""}","{""ImportId"":""QID57_TEXT""}"
2022-04-03 19:17:18,2022-04-03 19:20:53,IP Address,166.205.124.135,100,214,True,2022-04-03 19:20:53,R_DpfwdxhBWCfvRPb,,,,,39.768402099609375,-86.15799713134765625,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,"I have heard of Jagathon,I have never gone to Jagathon",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,7,7,7,Moderately likely,Moderately likely,23,Female,Asian,Graduate,,Part-Time Student,46202
2022-04-03 19:23:17,2022-04-03 19:26:43,IP Address,99.44.212.77,100,205,True,2022-04-03 19:26:43,R_3CTSwloZCw1M5d2,,,,,39.7859954833984375,-86.15889739990234375,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have never gone to Jagathon,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,3.9,3.8,Neither likely nor unlikely,Moderately unlikely,23,Female,White,Graduate,,Full-Time Student,46202
2022-04-03 19:44:25,2022-04-03 19:46:06,IP Address,174.202.67.169,100,100,True,2022-04-03 19:46:06,R_bIB6nlNQ2IwxTUd,,,,,39.8983001708984375,-86.01149749755859375,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have never gone to Jagathon,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,4.2,4.2,Neither likely nor unlikely,Neither likely nor unlikely,27,Male,White,Graduate,,Full-Time Student,46202
2022-04-03 21:02:12,2022-04-03 21:05:04,IP Address,50.90.65.208,100,171,True,2022-04-03 21:05:04,R_BJHs7ATz8j0GYzT,,,,,39.7931976318359375,-86.21320343017578125,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have never gone to Jagathon,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Disagree,Disagree,Agree,Agree,4.2,4,3.9,Slightly unlikely,Extremely unlikely,32,Male,Asian,Graduate,,Full-Time Employed,46222
2022-04-03 21:11:52,2022-04-03 21:13:46,IP Address,75.35.201.12,100,114,True,2022-04-03 21:13:47,R_3MuS2fRgb7mfOcG,,,,,39.8498992919921875,-86.26490020751953125,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have heard of Jagathon,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,4.9,5.8,3.9,Extremely unlikely,Slightly unlikely,19,Female,Black or African American,Junior,,Full-Time Student,46214
2022-04-03 23:25:08,2022-04-03 23:27:28,IP Address,68.45.23.37,100,139,True,2022-04-03 23:27:28,R_1MM1pZJASVZvbz6,,,,,39.1396942138671875,-86.51409912109375,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have never gone to Jagathon,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,2,2,1.9,Extremely unlikely,Extremely unlikely,22,Male,White,Graduate,,Full-Time Student,46131
2022-04-04 04:07:51,2022-04-04 04:10:09,IP Address,70.225.22.17,100,137,True,2022-04-04 04:10:09,R_DcMAaztTqzjYBsB,,,,,39.776397705078125,-86.107696533203125,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have never gone to Jagathon,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,4.8,4.6,4.6,Moderately unlikely,Extremely unlikely,36,Female,White,Graduate,,Full-Time Employed,46201
2022-04-04 10:02:26,2022-04-04 10:04:03,IP Address,47.227.98.9,100,97,True,2022-04-04 10:04:04,R_1C8gZDksFqcbmTc,,,,,39.7436065673828125,-86.1157989501953125,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have never gone to Jagathon,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,4,4,Slightly unlikely,Slightly unlikely,25,Male,White,Graduate,,Part-Time Employed,46225
2022-04-04 13:34:15,2022-04-04 13:39:17,IP Address,75.112.198.169,100,302,True,2022-04-04 13:39:17,R_21omygQJVfsAvZi,,,,,39.7931999999999987949195201508700847625732421875,-86.213200000000000500222085975110530853271484375,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have heard of Jagathon,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,6,7,7,Moderately likely,Slightly likely,25,Female,Asian,Graduate,,Full-Time Student,46202
2022-04-04 14:13:20,2022-04-04 14:14:43,IP Address,47.227.98.140,100,82,True,2022-04-04 14:14:44,R_2qlX0xspLlPbT64,,,,,39.7436000000000007048583938740193843841552734375,-86.1157999999999930196281638927757740020751953125,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,"I have heard of Jagathon,I have never gone to Jagathon",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3,3.9,2.7,Extremely unlikely,Extremely unlikely,18,Female,White,Freshman,,Full-Time Student,46202
2022-04-04 18:13:51,2022-04-04 18:16:25,IP Address,107.119.41.134,100,153,True,2022-04-04 18:16:25,R_3stz7MHLGJuKlZY,,,,,38.584800000000001318767317570745944976806640625,-90.29959999999999809006112627685070037841796875,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,"I went to Jagathon event,I have heard of Jagathon",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,4,3.5,4,Extremely unlikely,Extremely unlikely,23,Female,Hispanic/Latino,Senior,,Full-Time Student,46214
2022-04-06 08:00:12,2022-04-06 08:04:07,IP Address,149.162.208.55,100,234,True,2022-04-06 08:04:07,R_10MhubP7EUrS6ai,,,,,39.95729999999999648707671440206468105316162109375,-86.2770000000000010231815394945442676544189453125,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have heard of Jagathon,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,7,6,5,Extremely unlikely,Neither likely nor unlikely,23,Male,White,Graduate,,Full-Time Student,46222
2022-04-06 08:08:38,2022-04-06 08:10:56,IP Address,107.77.208.172,100,137,True,2022-04-06 08:10:56,R_2VqlUGRudhKH2UF,,,,,41.87639999999999673718775738961994647979736328125,-87.6132999999999952933649183250963687896728515625,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,"I have heard of Jagathon,I have never gone to Jagathon",Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,5,5,4.5,Slightly likely,Slightly likely,23,Male,White,Graduate,,Full-Time Student,46060
2022-04-06 08:06:02,2022-04-06 08:11:44,IP Address,149.162.176.76,100,342,True,2022-04-06 08:11:45,R_PCfHc2l1q69w06J,,,,,39.84870000000000089812601800076663494110107421875,-86.3782000000000067529981606639921665191650390625,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I went to Jagathon event,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,7,7,7,Slightly likely,Slightly likely,23,Female,Asian,Graduate,,Full-Time Student,46217
2022-04-06 08:10:38,2022-04-06 08:13:03,IP Address,107.119.41.54,100,145,True,2022-04-06 08:13:04,R_28Gk0umsQ65jdgP,,,,,38.584800000000001318767317570745944976806640625,-90.29959999999999809006112627685070037841796875,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,"I went to Jagathon event,I went to a Jagathon event multiple times,I have heard of Jagathon,I was a committee member/chair for Jagathon",Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,1,1,1,Extremely unlikely,Slightly unlikely,22,Male,Other,Other,,Full-Time Employed,46302
2022-04-06 08:12:15,2022-04-06 08:14:11,IP Address,149.162.192.25,100,116,True,2022-04-06 08:14:11,R_xttQxP59TDgbzR7,,,,,39.77640000000000242152964347042143344879150390625,-86.107699999999994133759173564612865447998046875,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have heard of Jagathon,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,6,5,5.1,Slightly unlikely,Moderately unlikely,23,Male,White,Graduate,,Full-Time Student,46250
2022-04-06 08:12:45,2022-04-06 08:15:50,IP Address,149.162.247.215,100,184,True,2022-04-06 08:15:50,R_39pUYGxuMIrmRgZ,,,,,39.956400000000002137312549166381359100341796875,-85.9651000000000067302607931196689605712890625,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have never gone to Jagathon,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4.6,5.6,4.2,Slightly unlikely,Neither likely nor unlikely,22,Female,"White,Black or African American",Graduate,,Full-Time Student,46220
2022-04-03 21:16:19,2022-04-06 08:22:10,IP Address,50.90.68.204,100,212750,True,2022-04-06 08:22:10,R_xzP1rZEw4TTBdIJ,,,,,39.7931999999999987949195201508700847625732421875,-86.213200000000000500222085975110530853271484375,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I have never gone to Jagathon,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,6.2,4.5,5.8,Slightly likely,Slightly likely,26,Female,Asian,Graduate,,Full-Time Student,46202
2022-04-06 08:19:11,2022-04-06 08:22:40,IP Address,47.248.185.202,100,208,True,2022-04-06 08:22:40,R_33dTxhWm3Rb4u5r,,,,,39.7931999999999987949195201508700847625732421875,-86.213200000000000500222085975110530853271484375,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,"I have heard of Jagathon,I have never gone to Jagathon",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,6.1,6.2,6.4,Slightly likely,Moderately likely,23,Female,Asian,Graduate,,Full-Time Student,94521
2022-04-06 08:29:12,2022-04-06 08:31:10,IP Address,107.77.206.22,100,117,True,2022-04-06 08:31:11,R_2qxwsRtrmcz3DCh,,,,,41.87639999999999673718775738961994647979736328125,-87.6132999999999952933649183250963687896728515625,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I went to a Jagathon event multiple times,Agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,4.1,2.9,3.5,Moderately unlikely,Moderately unlikely,22,Female,White,Graduate,,Full-Time Employed,46226
2022-04-06 08:28:05,2022-04-06 08:31:38,IP Address,174.202.98.69,100,212,True,2022-04-06 08:31:38,R_yt30EcPTCVuapaN,,,,,39.2051000000000016143530956469476222991943359375,-85.932400000000001227817847393453121185302734375,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I went to Jagathon event,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,5,6.1,5.3,Slightly unlikely,Slightly unlikely,22,Female,White,Graduate,,Full-Time Student,47274
2022-04-06 08:29:22,2022-04-06 08:33:24,IP Address,149.162.219.53,100,241,True,2022-04-06 08:33:24,R_xtSgqcBKof51USl,,,,,39.80799999999999982946974341757595539093017578125,-86.316900000000003956301952712237834930419921875,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,"I went to a Jagathon event multiple times,I was a committee member/chair for Jagathon,I am a Jagathon Alumni",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,7,7,7,Moderately likely,Slightly likely,23,Female,White,Graduate,,Full-Time Student,47274
2022-04-06 08:34:01,2022-04-06 08:35:41,IP Address,140.182.93.176,100,99,True,2022-04-06 08:35:41,R_1mOtRn9ZxvcQS0t,,,,,39.82379999999999853343979339115321636199951171875,-86.1406999999999953843143885023891925811767578125,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,"I have heard of Jagathon,I have never gone to Jagathon",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,4,4,4,Neither likely nor unlikely,Neither likely nor unlikely,26,Female,White,Graduate,,Full-Time Employed,46237
2022-04-06 08:38:30,2022-04-06 08:49:28,IP Address,47.227.18.8,100,658,True,2022-04-06 08:49:29,R_6gRhPQTSAfo4DT3,,,,,39.77199999999999846522769075818359851837158203125,-86.1569999999999964757080306299030780792236328125,anonymous,EN,I willingly agree to participate in this survey,Yes,Yes,I went to Jagathon event,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4,4,5.7,Moderately unlikely,Neither likely nor unlikely,24,Male,White,Staff,,Full-Time Employed,46204
